,SiO2,TiO2,Al2O3,Cr2O3,FeO,MnO,MgO,CaO,Na2O,K2O,P2O5,NiO,ZnO,Li2O,ZrO2,V2O5,换算系数,Si,Ti,Al,Cr,Fe,Mn,Mg,Ca,Na,K,P,Ni,Zn,Li,Zr,V,Fe_projected,Mg_projected,Ca_projected
61,52.09,0.46,6.08,0.81,3.0,0.06,15.05,19.73,1.73,0.0,0.0,0.08,0.0,0.0,0.0,0.0,2.1920411221443072,1.9004281086579726,0.012625542054546815,0.2614307716363909,0.023364234371393837,0.09153336905563335,0.001854074281808625,0.81853460917705,0.7712426010647356,0.1223754341549172,0.0,0.0,0.00234781890659702,0.0,0.0,0.0,0.0,0.05444167792834744,0.4868431920050707,0.4587151300665818
62,53.03,0.54,6.82,0.77,3.04,0.12,15.7,19.49,1.81,0.0,0.0,0.06,0.0,0.0,0.0,0.0,2.138484321051194,1.887452749452338,0.014459169014808052,0.2860848590035042,0.02166779079024692,0.09048761672506585,0.0036175496359606876,0.8330241127556507,0.7432469536046465,0.12490622718436392,0.0,0.0,0.0017178420615738185,0.0,0.0,0.0,0.0,0.054289572715807186,0.49978687449440895,0.44592355278978385
63,51.22,0.47,6.35,0.7,3.09,0.08,15.0,20.29,1.43,0.0,0.0,0.02,0.0,0.0,0.0,0.0,2.2067949932230078,1.8812649094233387,0.012986835870717004,0.2748781021188144,0.020327214407044,0.09491393197844071,0.002488737886544971,0.8213061953737871,0.7984712165860303,0.10183509496454816,0.0,0.0,0.0005909053160239405,0.0,0.0,0.0,0.0,0.05535336275766394,0.47898194522136717,0.46566469202096894
64,52.0,0.61,6.58,0.71,2.95,0.09,14.92,20.29,1.81,0.0,0.0,0.06,0.0,0.0,0.0,0.0,2.175344234385296,1.882693943179192,0.016615037663244608,0.28077492055150105,0.02032376562005882,0.0893222188552506,0.002759927556771172,0.8052832467504122,0.7870915797149929,0.12705916918332238,0.0,0.0,0.0017474515886991614,0.0,0.0,0.0,0.0,0.053114334180339354,0.47885155592746237,0.4680341098921983
65,52.03,0.68,6.77,0.63,2.55,0.08,14.05,20.52,1.98,0.0,0.0,0.06,0.0,0.0,0.0,0.0,2.1861928940230633,1.8931747129141352,0.018614050809937808,0.29032308854610456,0.01812370004716828,0.07759578920659779,0.002465503637337991,0.7621082314664559,0.7999835616269282,0.1396860748395587,0.0,0.0,0.0017561663048436755,0.0,0.0,0.0,0.0,0.04732352067810049,0.4647886827303103,0.48788779659158915
66,52.27,0.58,6.67,0.82,2.77,0.06,14.87,20.14,1.81,0.0,0.0,0.02,0.0,0.0,0.0,0.0,2.1708766074174313,1.88858279829085,0.015765459616879862,0.28403077651750736,0.023424311207814952,0.08369979681735824,0.0018361728920738946,0.8009362632070565,0.7796682217912346,0.1267982206116963,0.0,0.0,0.0005812875829854419,0.0,0.0,0.0,0.0,0.050291162338443975,0.48124388788646644,0.4684649497750895
67,52.33,0.51,5.76,1.11,2.7,0.09,15.21,20.37,1.58,0.0,0.0,0.05,0.0,0.0,0.0,0.0,2.1804465434947575,1.8990857250982918,0.013923843200179383,0.2463612254049138,0.03184830038067467,0.08194429134563563,0.002766401016599633,0.8228610541523238,0.7920483636961358,0.11117367858146462,0.0,0.0,0.001459625223246638,0.0,0.0,0.0,0.0,0.048291901005746866,0.48493340922308137,0.4667746897711717
68,52.91,0.25,5.66,1.19,2.04,0.05,14.67,22.01,1.57,0.0,0.0,0.1,0.0,0.0,0.0,0.0,2.166247035680577,1.9076299561915904,0.006780964864711003,0.24050762016010485,0.033921322891260375,0.061510271599415085,0.0015268809194641563,0.7884786625008451,0.8502433663592828,0.10975064446547932,0.0,0.0,0.002900239698603033,0.0,0.0,0.0,0.0,0.036177569137340784,0.46374760806963444,0.5000748227930247
69,52.59,0.12,3.8,1.0,2.19,0.07,16.15,22.82,0.72,0.0,0.0,0.02,0.0,0.0,0.0,0.0,2.1928775077940426,1.9194019628661803,0.003294876365557943,0.16345657626334822,0.028855739662660355,0.06684485471394902,0.0021639120000223155,0.8786962026318426,0.8923705748856046,0.05095024946711556,0.0,0.0,0.0005871786825346872,0.0,0.0,0.0,0.0,0.036370004706261706,0.4780949133909248,0.48553508190281347
70,52.54,0.33,5.38,1.27,3.14,0.08,14.91,20.02,1.87,0.0,0.0,0.03,0.0,0.0,0.0,0.0,2.18746601501011,1.9128449715998068,0.009038549864813578,0.23084901108787634,0.03655635393433525,0.09560496752869756,0.002466939413857491,0.8092278256203042,0.7809453005778199,0.1320025637920166,0.0,0.0,0.0008785945007538065,0.0,0.0,0.0,0.0,0.05671266454610262,0.4800322347476409,0.46325510070625653
71,52.27,0.51,5.97,0.98,2.86,0.1,15.68,19.76,1.65,0.0,0.0,0.03,0.0,0.0,0.0,0.0,2.1759953437385575,1.8930359106105623,0.013895418835618411,0.2548218833476042,0.028060918051487756,0.08662305388191463,0.0030675040440652375,0.8465563465120232,0.7667612032076233,0.1158620881026387,0.0,0.0,0.0008739873120569369,0.0,0.0,0.0,0.0,0.05095651795032816,0.49799172083923143,0.4510517612104405
72,52.49,0.56,6.7,0.88,2.61,0.1,14.77,19.8,1.81,0.0,0.0,0.04,0.0,0.0,0.0,0.0,2.1717018596383104,1.8972526440493138,0.015227609608682828,0.28541673534610346,0.025147841442232175,0.07889513186426132,0.003061451512804757,0.7958524331792834,0.7667973825425495,0.12684642257435313,0.0,0.0,0.0011630171154277892,0.0,0.0,0.0,0.0,0.04806151179733292,0.48481915426658967,0.46711933393607746
73,53.72,0.1,3.69,0.7,2.85,0.08,16.93,22.07,0.72,0.0,0.0,0.04,0.0,0.0,0.0,0.0,2.158537055849105,1.929940426413693,0.0027027321803657486,0.1562393067033454,0.019882701236199635,0.08562761830034449,0.0024343144546277455,0.9067098142994577,0.849526772519745,0.05015236878878795,0.0,0.0,0.0011559669339951293,0.0,0.0,0.0,0.0,0.046489647859130186,0.49227831877030653,0.46123203337056323
74,52.72,0.08,4.24,0.76,3.06,0.09,16.71,21.43,0.85,0.0,0.0,0.06,0.0,0.0,0.0,0.0,2.180393040197863,1.913192102245749,0.0021840786729584805,0.1813447854615863,0.021805508432194115,0.09286791803080927,0.002766333135286348,0.903988877076873,0.8332439832986821,0.05980715698301574,0.0,0.0,0.0017515072887574542,0.0,0.0,0.0,0.0,0.05074470167248266,0.4939557907100933,0.455299507617424
75,51.76,0.52,6.25,1.1,3.89,0.11,15.38,19.48,1.55,0.0,0.0,0.07,0.0,0.0,0.0,0.0,2.180071745204601,1.8780772187106194,0.014194419426612316,0.26727308834980246,0.03155595365092291,0.11804018552483017,0.0033805756089559202,0.8319150317895684,0.7573122242021796,0.10904403908117952,0.0,0.0,0.0020431240583238114,0.0,0.0,0.0,0.0,0.06913983284304549,0.48727868379576905,0.44358148336118536
76,52.31,0.63,6.74,0.65,3.22,0.11,14.89,19.74,1.71,0.0,0.0,0.06,0.0,0.0,0.0,0.0,2.170451461780164,1.8896579059920506,0.017121197281932052,0.28695540074732595,0.018564415190008572,0.09727818199059252,0.00336565770748436,0.8018564476455597,0.7640335940856399,0.11976933377362828,0.0,0.0,0.0017435212299417586,0.0,0.0,0.0,0.0,0.05848968288541858,0.4821258825226876,0.4593844345918939
77,53.08,0.48,5.37,0.53,2.75,0.08,15.1,20.6,1.81,0.0,0.0,0.05,0.0,0.0,0.0,0.0,2.174969791767901,1.9214652488564183,0.013071877543962844,0.2291036158023054,0.015168650226489909,0.08325214252215535,0.0024528466574768046,0.8148581742679462,0.7989795764826713,0.12703729845264858,0.0,0.0,0.0014559589994697568,0.0,0.0,0.0,0.0,0.04905582364974597,0.4801502722383924,0.4707939041118616
78,51.94,0.68,7.02,0.74,3.65,0.12,15.47,19.07,1.72,0.0,0.0,0.04,0.0,0.0,0.0,0.0,2.164646459847481,1.8712736901366136,0.018430596540365458,0.2980770338690908,0.021078346199884673,0.10997382632430412,0.003661806605603531,0.8308624636224823,0.7361272534067703,0.12014753572898548,0.0,0.0,0.0011592387189243727,0.0,0.0,0.0,0.0,0.06557913960632726,0.49545648557209593,0.4389643748215769
79,52.39,0.68,6.56,0.75,3.14,0.1,14.64,19.61,1.98,0.0,0.0,0.04,0.0,0.0,0.0,0.0,2.174458545030729,1.8960418616607009,0.018514140244423664,0.2798075315646796,0.02146002551201793,0.09503646555587787,0.003065337616519911,0.7898489752692008,0.7604032324848439,0.13893631247594568,0.0,0.0,0.0011644934102879715,0.0,0.0,0.0,0.0,0.05776279086920808,0.4800671080292651,0.46217010110152684
80,52.22,0.34,5.71,0.8,2.92,0.1,15.59,20.52,1.28,0.0,0.0,0.02,0.0,0.0,0.0,0.0,2.184769337936023,1.8988508367927552,0.009300965064774906,0.24470685117772223,0.022999236396697372,0.08879692760388046,0.003079872757427045,0.8450911566698739,0.7994626462622321,0.09024330808390561,0.0,0.0,0.0005850075879440965,0.0,0.0,0.0,0.0,0.05122848252207023,0.4875476969444925,0.4612238205334372
81,53.55,0.08,2.87,0.65,2.28,0.09,16.62,23.13,0.64,0.0,0.0,0.03,0.0,0.0,0.0,0.0,2.181516788631405,1.9443140993494288,0.0021852043209229627,0.12281315398095571,0.01865905970314185,0.06923136626690612,0.002767758870220427,0.8995833918979246,0.8998071102420669,0.04505447971744676,0.0,0.0,0.0008762049973081742,0.0,0.0,0.0,0.0,0.0370494252675795,0.48141542551081706,0.4815351492216035
82,51.34,0.66,6.87,0.69,3.04,0.08,15.09,21.08,1.56,0.0,0.0,0.03,0.0,0.0,0.0,0.0,2.1734509552883092,1.8571804344740077,0.017961280041198076,0.29289436072991465,0.019734074954752424,0.09196719147147236,0.002451133772545565,0.8137498738413206,0.817025627930837,0.10941425013310623,0.0,0.0,0.0008729653598598147,0.0,0.0,0.0,0.0,0.05338417154932979,0.4723571761660871,0.4742586522845832
83,53.06,0.4,5.65,0.54,3.24,0.12,15.78,21.43,1.28,0.0,0.0,0.05,0.0,0.0,0.0,0.0,2.146743229620395,1.8958140532872554,0.010751859911702974,0.23792111039447686,0.01525427950700397,0.09681320728202886,0.0036315207515746,0.8405023859520104,0.8203846035052706,0.08867261512864791,0.0,0.0,0.0014370636946529718,0.0,0.0,0.0,0.0,0.055079476842311306,0.4781830186463067,0.46673750451138196
84,53.72,0.11,3.08,1.28,2.68,0.07,16.39,20.96,1.57,0.0,0.0,0.01,0.0,0.0,0.0,0.0,2.181005926238417,1.950029764784178,0.003003952318114642,0.1317686178329392,0.03673538987144035,0.08135816327485884,0.002152197229043929,0.8869265365980462,0.8151984630767911,0.11049838824706955,0.0,0.0,0.00029199993657130844,0.0,0.0,0.0,0.0,0.04561756733396959,0.49730020166333483,0.4570822310026955
85,52.68,0.53,6.06,0.94,2.36,0.12,14.58,20.86,1.91,0.0,0.0,0.04,0.0,0.0,0.0,0.0,2.1712848606059603,1.9037545804424212,0.0144090775198292,0.2581034779719715,0.026857309002225195,0.07132442891584637,0.0036730364023389098,0.7854638067595002,0.8076930326558184,0.133828810163686,0.0,0.0,0.0011627937988571522,0.0,0.0,0.0,0.0,0.04285084504877448,0.47189705387734315,0.4852521010738824
86,51.7,0.7,6.76,0.82,2.75,0.1,14.26,20.5,1.86,0.0,0.0,0.02,0.0,0.0,0.0,0.0,2.18745233250439,1.8822509793198907,0.019172561607125438,0.29006125536205096,0.02360316750098494,0.08372994146187675,0.003083654979072121,0.7739447762384032,0.7996642619316296,0.13129584647395537,0.0,0.0,0.0005857260034553607,0.0,0.0,0.0,0.0,0.05052070969843051,0.46698037381000607,0.4824989164915634
87,52.22,0.22,5.1,1.07,2.22,0.09,15.81,20.79,1.54,0.0,0.0,0.04,0.0,0.0,0.0,0.0,2.1933727894350845,1.906328363502157,0.006041970997003927,0.21942547938129894,0.030882614987868075,0.0677758419985787,0.0027828009508318314,0.8603916187219305,0.8131715372141056,0.10900153591590526,0.0,0.0,0.0011746226045279734,0.0,0.0,0.0,0.0,0.038921681578926885,0.494097714312051,0.4669806041090221
88,52.94,0.37,5.39,1.24,2.83,0.08,15.15,21.23,1.6,0.0,0.0,0.05,0.0,0.0,0.0,0.0,2.161346634438811,1.904393769072627,0.01001312533327941,0.2285165284011257,0.0352666288574058,0.08513739456964861,0.002437482988498314,0.8124355277825522,0.8182568441452993,0.11159477274156857,0.0,0.0,0.0014468394436076228,0.0,0.0,0.0,0.0,0.0496187886654038,0.47349424963116576,0.4768869617034304
89,51.5,0.58,6.77,0.71,3.06,0.1,15.05,19.95,1.7,0.0,0.0,0.07,0.0,0.0,0.0,0.0,2.186929060335097,1.8745210227062146,0.015882036624232848,0.2904208503117646,0.02043200011629682,0.09314630205202101,0.0030829173214755308,0.8166257036036922,0.7780236951635283,0.11997287389094873,0.0,0.0,0.002049550610821197,0.0,0.0,0.0,0.0,0.055188137999645684,0.4838415592641391,0.4609703027362152
90,51.69,0.69,6.46,0.73,2.44,0.1,14.46,20.75,1.88,0.0,0.0,0.04,0.0,0.0,0.0,0.0,2.1918399911705566,1.8856616537723827,0.01893657539482482,0.2777447080289488,0.021054723612294393,0.07444030925973162,0.003089840268365672,0.7863737165622829,0.8110398169800282,0.13297381878440862,0.0,0.0,0.0011738017411077797,0.0,0.0,0.0,0.0,0.04452560825231526,0.47036032482619006,0.48511406692149467
91,52.38,0.51,6.02,0.83,3.38,0.1,15.27,20.16,1.49,0.0,0.0,0.06,0.0,0.0,0.0,0.0,2.1726935055206233,1.8941412016572117,0.013874334036380368,0.2565661668559745,0.02372981741549872,0.10221736051249522,0.003062849437558148,0.8231696563442814,0.7810956554611652,0.10446821637787336,0.0,0.0,0.001745322261169033,0.0,0.0,0.0,0.0,0.0598994423855777,0.4823779752923933,0.45772258232202906
92,52.16,0.64,7.05,0.69,2.58,0.11,14.25,19.56,1.99,0.0,0.0,0.03,0.0,0.0,0.0,0.0,2.1852440218246394,1.8970811740154983,0.017511502835632246,0.30219932235239083,0.01984115133409656,0.07847460576119884,0.003388596112053094,0.7726212611899839,0.7622264576723067,0.14033062598806112,0.0,0.0,0.0008777020384343596,0.0,0.0,0.0,0.0,0.04864161647271132,0.4789007437619727,0.47245763976531596
93,52.39,0.6,6.68,0.96,2.86,0.06,14.89,20.56,1.75,0.0,0.0,0.06,0.0,0.0,0.0,0.0,2.1581030303588307,1.8817804996504692,0.01621313238859699,0.28278284884702654,0.02726222172847347,0.08591078819144614,0.0018253687331227684,0.7972944154933255,0.7912441518657837,0.12187360805227596,0.0,0.0,0.0017336017488021453,0.0,0.0,0.0,0.0,0.05130688957935002,0.47615319797544836,0.4725399124452016
94,55.49,0.06,1.48,1.48,2.59,0.11,18.43,19.45,1.38,0.09,0.0,0.06,0.0,0.0,0.0,0.0,2.1527606812951907,1.9881945010247513,0.001617299704222268,0.06249739225211864,0.04192521575004615,0.07760773571285765,0.0033382251144321155,0.9844030209475576,0.746673239495541,0.09586813625013675,0.004113773795139172,0.0,0.0017293102457788176,0.0,0.0,0.0,0.0,0.04290839963078095,0.54426479309804,0.4128268072711791
95,54.95,0.1,1.56,1.73,2.28,0.1,18.15,19.37,1.49,0.07,0.0,0.06,0.0,0.0,0.0,0.0,2.1690666256351916,1.9837593175882329,0.0027159163909537243,0.0663746002999421,0.049378379518897834,0.06883625503101493,0.003057736619303314,0.9767903745354983,0.7492344550984121,0.1042938274584583,0.003223837014585985,0.0,0.0017424087926164985,0.0,0.0,0.0,0.0,0.03835185665294295,0.5442150274921421,0.417433115854915
96,55.39,0.08,1.57,1.73,2.68,0.11,17.93,18.9,1.57,0.08,0.0,0.07,0.0,0.0,0.0,0.0,2.1629368094974315,1.9939928079167608,0.0021665929350753715,0.0666113004425498,0.049238835447704195,0.0806841301911519,0.0033540049486828804,0.9622235260591738,0.7289888135867013,0.10958293531184043,0.0036739730295619628,0.0,0.002027065504536232,0.0,0.0,0.0,0.0,0.04553546528515459,0.5430472617554658,0.41141727295937963
97,55.25,0.43,1.92,1.84,2.27,0.1,17.7,18.96,1.93,0.07,0.0,0.05,0.0,0.0,0.0,0.0,2.153988333076756,1.9807242548223418,0.01159725766259319,0.08112393412072247,0.0521529654496211,0.06805792433723395,0.0030364807266683906,0.9459506127297186,0.7282775254584819,0.13415291101015342,0.0032014264730691215,0.0,0.0014419136809007366,0.0,0.0,0.0,0.0,0.03906242826656396,0.5429364517549823,0.41800111997845374
98,55.66,0.03,1.69,1.46,2.23,0.09,17.9,19.51,1.49,0.04,0.0,0.05,0.0,0.0,0.0,0.0,2.157072308061626,1.998279790734652,0.0008102694452119048,0.071508198405715,0.04144149339452163,0.06695439072124917,0.002736745389931155,0.9580089895370955,0.7504766790356531,0.10371711244532077,0.0018320057821002186,0.0,0.0014439781422787088,0.0,0.0,0.0,0.0,0.037711434058705154,0.539589598940359,0.4226989670009358
99,54.9,0.03,2.09,0.86,2.56,0.09,17.95,19.14,1.52,0.03,0.0,0.06,0.0,0.0,0.0,0.0,2.177128553134061,1.9893207324377933,0.0008178032504103402,0.08925545907767214,0.024637711356680976,0.07757709893690769,0.002762191378012398,0.9696173463863733,0.7430896893019584,0.10678914438465148,0.001386779693062728,0.0,0.001748884929952922,0.0,0.0,0.0,0.0,0.04333228309211762,0.5415996978542981,0.41506801905358415
100,50.93,0.35,6.59,0.94,3.07,0.05,15.55,18.86,1.45,0.01,0.0,0.0,0.0,0.0,0.0,0.0,2.2176054757833277,1.8797770897199686,0.009718423796709005,0.28666464138353903,0.027430263337956402,0.09476155017335917,0.001563080956188821,0.8555916323052488,0.7458323247191103,0.10376520128066298,0.00047085418032450293,0.0,0.0,0.0,0.0,0.0,0.0,0.055867444787873165,0.5044210251028372,0.4397115301092897
101,51.61,0.35,5.79,1.0,3.02,0.04,15.71,20.54,1.52,0.01,0.0,0.0,0.0,0.0,0.0,0.0,2.1896827525463642,1.8808902161829113,0.009596055385853971,0.24869335982588,0.02881370036708399,0.09204445622028312,0.001234719682279411,0.8535112158223348,0.8020415453270024,0.10740493356795176,0.00046492547429191877,0.0,0.0,0.0,0.0,0.0,0.0,0.052669147847936595,0.48839126506906966,0.45893958708299376
102,50.06,0.0,8.21,0.0,7.91,0.06,15.34,15.71,1.97,0.01,0.0,0.0,0.0,0.0,0.0,0.0,2.212777152925587,1.8436433646032138,0.0,0.35635697536301986,0.0,0.24362601302323636,0.0018716132508498414,0.842199323289959,0.6199106420183135,0.1406706033290868,0.00046982900428379153,0.0,0.0,0.0,0.0,0.0,0.0,0.14282750444271144,0.4937454178071385,0.36342707775015
103,46.31,2.59,6.94,0.08,8.79,0.2,10.86,22.55,0.88,0.01,0.0,0.0,0.0,0.0,0.0,0.0,2.287262596342828,1.7629467709108464,0.07417529737091248,0.31137226568756515,0.002407819088321211,0.279842968401724,0.0064487153286517,0.6163078552075008,0.919766955213916,0.06495284007879339,0.00048564416292644585,0.0,0.0,0.0,0.0,0.0,0.0,0.15410552816057813,0.3393919385529213,0.5065025332865005
104,47.78,2.37,5.77,0.02,7.75,0.15,12.14,22.57,0.79,0.03,0.0,0.0,0.0,0.0,0.0,0.0,2.2669474312545614,1.8027519974925177,0.06727183887902474,0.2565793442136313,0.0005966082890879107,0.24454154267889944,0.00479357901642562,0.6828290446464463,0.912406218653199,0.05779203480940038,0.0014439922063302054,0.0,0.0,0.0,0.0,0.0,0.0,0.13291913556265977,0.371147762286992,0.4959331021503482
105,46.88,2.52,6.44,0.01,8.8,0.2,11.2,22.44,0.84,0.01,0.0,0.0,0.0,0.0,0.0,0.0,2.281092597313238,1.779831582345166,0.07197587610629638,0.2881596784334341,0.00030016548530659956,0.2794055851060144,0.006431319614061035,0.6338883755931983,0.912811275277013,0.061833189142524475,0.00048433411482843853,0.0,0.0,0.0,0.0,0.0,0.0,0.15300628879509548,0.3471258737475363,0.4998678374573682
106,47.13,2.48,6.67,0.08,7.55,0.15,12.36,22.49,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.260443407927386,1.7731254733554866,0.07019219497476889,0.2957494194897099,0.0023795863205125487,0.2375472931609009,0.00477982591861945,0.6932086274807088,0.9065636935693226,0.04814342898920809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12929013075545898,0.3772934344786924,0.4934164347658486
107,45.84,2.77,7.8,0.02,7.49,0.11,12.29,22.35,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.267930122052539,1.730305024630734,0.07865981892049752,0.3469993811632088,0.0005968669106455175,0.23644001745689994,0.0035168151095447972,0.691565631203496,0.9039042428780828,0.05049846827746589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12906749319331004,0.3775107249531274,0.49342178185356267
108,45.42,3.11,7.77,0.01,8.49,0.16,11.02,22.68,0.81,0.01,0.0,0.0,0.0,0.0,0.0,0.0,2.281300917939501,1.7245591547161785,0.0888354830625662,0.3477026673935586,0.0003001928978991244,0.2695875061704021,0.005145525563109804,0.6237578432833788,0.9226582167175112,0.05963030619523359,0.00048437834660852513,0.0,0.0,0.0,0.0,0.0,0.0,0.14845097839690785,0.34347831408638524,0.5080707075167069
109,46.48,2.83,6.98,0.03,6.96,0.1,12.42,22.86,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.266437522447729,1.7533081910585429,0.08031075175016682,0.3103155956155935,0.0008947111392723403,0.21956468398524853,0.003195000525040147,0.6984208522429732,0.9239217818919534,0.04168867121013296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11920506630558002,0.3791834938555822,0.5016114398388378
110,47.99,2.42,5.97,0.12,6.32,0.1,13.21,22.81,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2480149441726147,1.795553437259188,0.06811740017401526,0.2632558031504921,0.0035497541703769847,0.19775422369538065,0.003169030187592674,0.7368072005885332,0.9144073484062509,0.04062437254906382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10695379317177829,0.39849629235030964,0.49454991447791197
111,48.14,2.44,5.58,0.07,6.72,0.09,13.41,22.38,0.57,0.01,0.0,0.0,0.0,0.0,0.0,0.0,2.2513719465222923,1.8038554250883472,0.06878291553890181,0.2464256311182807,0.0020737821323459,0.21058431435651975,0.002856386303156411,0.7490794413175849,0.8985092669573782,0.041411556206905994,0.00047802366293801,0.0,0.0,0.0,0.0,0.0,0.0,0.11332868995067923,0.40312685212530075,0.48354445792402007
112,46.55,3.22,6.37,0.02,6.3,0.1,12.79,23.24,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2674784714970087,1.7567552027725937,0.0914202802005931,0.2833263932254327,0.0005967480466341666,0.19883517580356266,0.0031964679525452286,0.7195576034747603,0.9397114624104441,0.032927225008427444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10700969910216027,0.38725362513611133,0.5057366757617283
113,55.28,0.12,3.41,3.14,2.21,0.04,14.94,17.44,3.24,0.0,0.0,0.05,0.0,0.0,0.0,0.0,2.164975102386232,1.99190825457968,0.003252952010096386,0.14481438811948041,0.08945412920004434,0.06659700150706493,0.00122078751702848,0.8025190559162938,0.6733093030229129,0.22635878896143383,0.0,0.0,0.0014492683971417503,0.0,0.0,0.0,0.0,0.043176806615651306,0.5202968496861982,0.4365263436981505
114,54.83,0.09,4.35,3.34,2.11,0.05,14.06,17.24,4.01,0.0,0.0,1e-07,0.0,0.0,0.0,0.0,2.1642111273994384,1.9749961905249607,0.0024388530829017653,0.18466870809222444,0.09511826731558368,0.06356112519922073,0.001525445907917898,0.7549823454554412,0.6653529938542774,0.28005507271638663,0.0,0.0,2.8975139605304967e-09,0.0,0.0,0.0,0.0,0.04283393533136747,0.5087837079693325,0.44838235669929993
115,54.92,0.03,1.24,1.38,1.84,1e-07,17.37,22.08,1.1,0.0,0.0,1e-07,0.0,0.0,0.0,0.0,2.173368476693236,1.986608470615524,0.0008163908382995941,0.05286393375964089,0.03946665216346795,0.05566224036962801,3.0638009454773052e-09,0.9366665948829276,0.8557514839486178,0.07714814606588119,0.0,0.0,2.9097741079275373e-09,0.0,0.0,0.0,0.0,0.03011895088720377,0.5068321896787465,0.46304885943404966
116,56.12,0.19,2.31,0.76,3.87,0.1,20.5,14.98,1.48,0.0,0.0,0.06,0.0,0.0,0.0,0.0,2.1340642591622636,1.9933040331572365,0.005076970002389409,0.09669942699839797,0.021342187092004295,0.11495502314678972,0.0030083937284664758,1.0854584486112147,0.570078331619928,0.10192216801588169,0.0,0.0,0.001714291430805653,0.0,0.0,0.0,0.0,0.06492830010704727,0.6130830126071534,0.3219886872857994
117,55.02,0.07,1.71,1.98,1.95,0.02,16.94,20.56,1.65,0.0,0.0,0.09,0.0,0.0,0.0,0.0,2.1701296564993013,1.9872598522142964,0.0019020731979584437,0.07279243053803598,0.05654168025144736,0.05890196578939978,0.000611847035115469,0.9121178141399902,0.7956535787867688,0.1155497663076253,0.0,0.0,0.00261489408617974,0.0,0.0,0.0,0.0,0.03334060905984558,0.5162911466570289,0.4503682442831255
118,55.13,0.08,2.33,2.3,1.89,0.05,16.52,19.52,2.13,0.0,0.0,0.06,0.0,0.0,0.0,0.0,2.165090412383228,1.9866090979925668,0.002168750178309125,0.0989546908238198,0.06552721510742783,0.056957030223878144,0.0015260656726272808,0.8874378129359599,0.7536523859999752,0.14881787044794925,0.0,0.0,0.001739214704961625,0.0,0.0,0.0,0.0,0.03354266550763741,0.5226225735635519,0.44383476092881075
119,54.98,0.11,2.21,1.38,2.16,0.08,17.01,19.84,1.81,0.0,0.0,0.06,0.0,0.0,0.0,0.0,2.1721840473452585,1.9876950039618912,0.002991801730519983,0.09416582635437816,0.03944514386352244,0.06530701996361225,0.002449705002856347,0.916753936218312,0.7685170658082623,0.12687458656259315,0.0,0.0,0.00174491301398698,0.0,0.0,0.0,0.0,0.037305975022676456,0.5236864194011064,0.4390076055762172
120,55.4,0.1,3.15,2.16,2.41,0.07,15.8,17.94,2.66,0.0,0.0,0.09,0.0,0.0,0.0,0.0,2.164086417913123,1.9954128048264403,0.0027096806084181096,0.1337179104625651,0.06151006536910363,0.07259406863719485,0.0021355012088743338,0.848366549300996,0.6923285899274466,0.1857614880245545,0.0,0.0,0.0026076122959912853,0.0,0.0,0.0,0.0,0.044997554240901384,0.5258614172615552,0.42914102849754326
121,55.54,1e-07,1.84,1.37,1.88,0.07,17.34,20.5,1.5,0.0,0.0,0.05,0.0,0.0,0.0,0.0,2.15999651044237,1.996674703160116,2.7045595823481753e-09,0.07796062298009908,0.03893959719856104,0.05652237402749925,0.0021314653245974023,0.9292958389011189,0.7896272707896034,0.10455474662095793,0.0,0.0,0.0014459356493616254,0.0,0.0,0.0,0.0,0.03183560100596693,0.5234155863546673,0.4447488126393658
122,56.56,0.2,3.06,2.33,2.35,0.08,16.02,18.97,2.87,0.0,0.0,1e-07,0.0,0.0,0.0,0.0,2.1129195291456146,1.9890273216796093,0.005291227769725449,0.12682615088781923,0.06478235270854184,0.06911309077295522,0.0023828687755564682,0.8398414762036707,0.7147686835581845,0.19568804713516028,0.0,0.0,2.8288431547496584e-09,0.0,0.0,0.0,0.0,0.042564575428843086,0.5172319087794363,0.44020351579172073
123,55.04,1e-07,2.42,1.76,2.16,0.09,16.78,19.52,2.05,0.0,0.0,0.08,0.0,0.0,0.0,0.0,2.1676402062548155,1.98570172848002,2.7141303527888507e-09,0.10289801389061588,0.05020161673553317,0.06517040873991428,0.002750153214301893,0.9024663224730995,0.7545399508906324,0.14339714483832297,0.0,0.0,0.002321683935366375,0.0,0.0,0.0,0.0,0.037841883133795745,0.5240265600221303,0.438131556844074
