,TRUE VALUE,SiO2 (wt. %),TiO2 (wt. %),Al2O3 (wt. %),Cr2O3 (wt. %),FeO (wt. %),MnO (wt. %),MgO (wt. %),CaO (wt. %),Na2O  (wt. %),IV (Al),H2O (wt. %),km_clustering_label,ap_clustering_label
775,1,49.965,1.403,4.699,0.732,6.126,0.08,14.912,21.797,0.248,0.152045676361303,0.00237191839329347,0,4
776,1,50.747,1.066,3.783,0.192,7.224,0.144,15.042,20.858,0.492,0.114084278038818,0.0121770903342452,1,6
777,-1,51.347,0.924,2.774,0.369,5.758,0.156,15.322,22.032,0.343,0.0883575347703305,1e-07,1,6
778,1,50.604,1.134,2.924,0.103,7.356,0.169,14.692,21.107,0.31,0.0944955143624395,0.00895345557122708,1,6
779,1,47.735,2.596,4.823,0.001,7.1,0.088,12.625,23.812,0.454,0.195144414053325,0.0136493926020292,0,1
780,1,51.239,0.78,3.24,0.362,6.937,0.178,15.758,19.725,0.348,0.0871542637935827,0.0066342309235129,1,2
781,1,51.688,0.818,2.522,0.324,5.859,0.136,16.15,20.967,0.195,0.0760250791903092,0.0043355614153431,1,3
782,1,50.459,1.205,4.138,0.753,6.686,0.104,14.158,21.76,0.346,0.124418086677921,0.0156688727351633,1,4
783,-1,49.136,1.949,4.232,0.178,7.855,0.13,13.821,22.133,0.414,0.161316863220354,0.0108657398079119,0,1
784,-1,48.399,0.705,6.21,0.48,3.954,0.068,14.928,24.908,0.21955,0.204347949675468,0.0385731834933345,0,4
785,1,52.001,0.988,2.752,0.654,6.316,0.13,14.675,22.089,0.355,0.0791202230992805,0.0227489876700487,1,6
786,1,50.7343333333333,1.67166666666667,2.80566666666667,0.07,8.123,0.173666666666667,14.0043333333333,22.078,0.406333333333333,0.108131558796113,0.0626536369131574,1,6
787,1,53.824,0.889,0.814,0.16,3.984,0.11,16.574,23.416,0.352,0.0331714004434756,0.00501073158766174,1,5
788,1,48.702,2.327,4.281,0.051,6.189,0.093,13.191,23.322,0.551,0.161886277373199,0.0295462282962891,0,1
789,1,52.4,0.29,2.49,1.2,3.56,0.1,17.35,21.38,0.38,0.0748220234827575,0.0216,1,5
790,1,49.017,1.393,5.312,0.345,7.435,0.125,13.946,21.14,0.47,0.164004114652919,0.0138856106617541,0,4
791,1,52.862,0.519,3.048,0.609,4.756,0.027,16.508,21.605,0.211,0.0735595889843403,0.0372572713757481,1,5
792,1,52.278,0.797,2.178,1.171,7.056,0.161,16.04,19.619,0.162,0.0651862153071405,0.00671613417550745,1,3
793,1,50.367,1.068,3.774,0.476,7.326,0.194,15.204,20.112,0.371,0.116403711956021,0.0032244634390878,1,6
794,1,49.809,1.632,4.603,0.722,7.079,0.115,13.224,21.96,0.465,0.141356986903757,0.0204022812289201,0,4
795,1,51.59,0.839,3.206,0.626,5.878,0.02,16.449,21.017,0.237,0.101584917475011,0.0037937145130375,1,3
796,1,47.342,2.091,6.659,0.285,7.34,0.107,13.86,21.215,0.326,0.223266978896581,0.0045925212425608,0,7
797,1,50.723,1.859,3.15,0.024,5.979,0.06,13.775,23.348,0.52,0.109182563229515,0.0238011283497884,1,0
798,1,52.467,0.768,2.489,0.19,8.103,0.124,16.743,19.264,0.29,0.0743084449302736,0.00559423947739589,1,2
799,-1,51.696,1.068,2.935,0.145,6.514,0.104,14.939,21.573,0.414,0.0818900493542851,0.00126939351198872,1,6
800,1,48.70475,1.60375,6.595,0.489,6.7585,0.11325,13.828,20.9295,0.5825,0.189739823333772,0.0140750991297868,0,4
801,1,51.855,0.891,2.478,0.193,8.151,0.115,15.155,20.884,0.302,0.0777326967587788,0.018326154080738,1,6
802,1,53.018,0.594,2.896,0.861,4.58,0.033,17.086,21.626,0.25,0.0818297926779123,0.0220666263684599,1,5
803,-1,51.495,1.299,2.73,0.153,7.293,0.099,14.755,21.855,0.282,0.0908405607042724,0.00887493029815987,1,6
804,-1,52.226,1.09,3.012,0.128,7.103,0.168,15.022,21.911,0.296,0.0870373460003848,0.00271068406205924,1,6
805,1,51.988,1.474,1.979,0.001,5.7,0.084,14.236,24.009,0.605,0.0754933619846807,0.0196234745814681,1,0
806,1,48.699,2.368,4.266,0.058,7.146,0.044,13.004,23.028,0.402,0.163171745870695,0.0231608640783906,0,1
807,1,51.092,0.914,3.552,0.745,6.146,0.106,15.927,20.659,0.487,0.111232866895367,0.00172336305610672,1,6
808,1,48.996,1.669,5.527,0.791,5.786,0.082,13.245,23.105,0.784,0.178870020330313,0.0150143318622321,0,1
809,-1,50.607,1.057,3.645,0.876,6.034,0.131,15.235,21.824,0.392,0.124703797679005,0.00437318509914544,1,4
810,-1,48.761,1.742,5.453,0.084,8.062,0.121,13.645,21.065,0.536,0.173587910882413,0.0001952260165546,0,1
811,1,51.252,1.085,3.414,0.143,8.087,0.094,15.208,19.774,0.299,0.0938809634968161,0.00405315121371836,1,2
812,1,49.707,1.863,3.511,0.117,7.112,0.114,13.391,22.492,0.28,0.123724555174298,0.0317348377997179,0,4
813,1,51.912,1.642,2.458,0.003,5.343,0.073,13.926,23.445,0.586,0.0734513169611493,0.0181341930284102,1,0
814,1,52.0,1.715,2.54,0.043,5.375,0.081,14.092,23.907,0.613,0.0848538595952424,0.0329102021626704,1,0
815,1,51.387,1.696,2.438,0.035,5.78,0.061,14.341,23.347,0.721,0.0930179784923262,0.0299076804718554,1,0
816,-1,50.211,1.32,4.129,0.276,6.343,0.101,14.482,21.817,0.449,0.127143938807542,0.00257558103881769,1,4
817,1,49.354,1.893,5.041,0.63,7.472,0.11,13.991,21.446,0.383,0.16958112774389,0.0261283497884344,0,4
818,1,49.282,2.117,4.049,0.001,6.393,0.096,13.266,23.584,0.468,0.149952507181708,0.0147340318355833,0,1
819,1,47.125,2.931,4.924,0.036,7.196,0.094,12.628,23.731,0.511,0.213397800744125,0.0223105526349532,0,7
820,-1,49.78,1.439,5.562,0.081,8.014,0.13,14.085,20.18,0.589,0.152604906207775,0.00443872894715009,0,4
821,-1,52.262,0.874,2.804,0.14,6.745,0.102,15.617,20.498,0.443,0.0695323489206647,0.00146982406651325,1,3
822,1,52.179,0.791,2.415,0.554,5.613,0.086,16.648,21.535,0.323,0.0845093101668026,0.00468607501335123,1,3
823,1,50.186,1.781,3.251,0.283,6.555,0.043,14.09,23.118,0.31,0.126550360136149,0.0294127764972995,0,4
824,-1,51.411,1.033,3.256,0.189,6.816,0.123,14.887,21.692,0.393,0.0956018491595809,0.0055191022260379,1,6
825,1,51.744,1.131,2.454,0.19,7.024,0.171,15.45,20.901,0.239,0.0772417653919675,0.0190409026798307,1,3
826,1,46.867,2.699,6.155,0.211,6.409,0.058,12.235,23.44,0.616,0.223650419810938,0.0419319178134411,0,7
827,1,48.772,2.232,5.302,0.343,7.029,0.117,13.05,22.512,0.507,0.179254743280206,0.00634696755994358,0,1
828,1,51.391,0.998,2.651,1.496,6.461,0.131,15.521,21.024,0.274,0.0989969029750046,0.0320691807903073,1,6
829,1,51.737,1.259,3.041,0.166,6.906,0.131,15.121,21.243,0.298,0.0890397032358259,0.0310459273624824,1,6
830,1,51.737,1.5,1.839,0.001,5.775,0.06,14.221,23.648,0.575,0.0714047945596481,0.0145593521088312,1,0
831,1,51.165,0.933,3.241,0.047,8.422,0.108,15.344,19.37,0.455,0.0899048238805551,0.0191222740588044,1,2
832,1,51.369,0.905,3.356,0.437,6.177,0.099,15.501,21.863,0.344,0.105676776126685,0.0505410950121811,1,6
833,-1,49.634,1.517,4.721,0.191,7.493,0.081,13.637,21.689,0.421,0.143787212210565,0.00439888840788169,0,4
834,1,47.65,2.554,5.808,0.259,6.621,0.083,12.613,23.464,0.61,0.211497742044992,0.0145451339915374,0,7
835,1,51.804,0.965,2.672,0.469,6.218,0.141,16.356,21.271,0.244,0.0938781839169016,0.00664776773869206,1,3
836,1,51.183,1.512,3.825,0.001,8.066,0.13,13.906,21.55,0.366,0.109387722763258,0.0119778669849192,1,6
837,1,51.247,0.963,3.34,0.412,6.462,0.104,15.027,21.63,0.365,0.0991534388486828,0.0306788495738027,1,6
838,1,52.418,0.928,2.161,0.438,7.406,0.213,15.593,20.753,0.283,0.0669237187469474,0.00749685074128705,1,3
839,1,51.821,1.052,3.045,0.116,6.84,0.12,14.802,21.995,0.385,0.0880730117179296,0.0183869726888063,1,6
840,1,52.569,0.81,2.493,0.268,5.45,0.009,16.569,21.385,0.326,0.0717290325225315,0.00402017352652049,1,3
841,1,50.266,1.458,3.996,0.209,7.093,0.047,14.338,21.94,0.427,0.130840004873228,0.0183584330497293,0,4
842,1,49.116,2.099,4.395,0.159,7.322,0.099,13.234,23.015,0.402,0.162275465675578,0.0320553917168868,0,1
843,-1,51.783,0.783,4.18,0.476,7.309,0.183,17.246,17.359,0.484,0.102821834219033,0.00699242188807344,1,2
844,1,52.632,0.597,2.688,0.597,6.603,0.096,17.347,19.271,0.361,0.0753872231264265,0.00220497619887165,1,3
845,-1,50.46,1.44,4.755,0.141,7.084,0.061,13.551,21.594,0.532,0.125373345353757,0.00512211417118254,0,4
846,1,50.491,1.715,3.563,0.027,7.878,0.131,13.647,22.306,0.399,0.120942299192353,0.0229548660084626,0,4
847,1,49.45,1.503,4.724,1.109,5.757,0.068,15.005,22.089,0.404,0.16991520881411,0.00422037685615125,0,4
848,1,49.788,1.287,4.177,0.809,5.861,0.098,15.131,21.559,0.363,0.142755878886512,0.00492546807157278,1,4
849,1,49.486,2.139,3.764,0.021,7.594,0.087,12.973,22.525,0.4,0.134893596084516,0.0218390281632467,0,1
850,1,52.125,0.799,2.108,0.651,6.527,0.144,16.612,20.269,0.266,0.0732104466472385,0.0134903620122238,1,3
851,1,51.156,0.965,2.684,0.826,7.052,0.091,15.761,19.772,0.252,0.0862495909206364,0.00640821022938163,1,2
852,1,49.944,1.465,4.335,0.189,7.301,0.052,13.781,21.842,0.392,0.132680439826762,0.0196453757807778,0,4
853,1,51.394,1.104,2.256,0.092,7.599,0.158,14.543,21.796,0.378,0.0786208759370801,0.0248060648801128,1,6
854,1,49.847,1.72,3.51,0.023,6.878,0.058,13.203,24.215,0.475,0.135477083789392,0.0267983074753173,0,1
855,1,49.367,2.525,3.947,0.001,7.374,0.096,13.29,22.948,0.326,0.154293650668859,0.0376116596144805,0,1
856,1,47.2,2.665,5.774,0.046,7.173,0.081,12.413,23.544,0.52,0.218519038206386,0.0162742757947271,0,7
857,1,52.126,1.643,2.284,0.094,5.674,0.084,14.164,24.031,0.55,0.082250242980749,0.0166230102760427,1,0
858,-1,51.896,0.946,3.511,0.762,6.809,0.114,16.224,19.011,0.325,0.090388319090654,0.0087819676930037,1,2
859,1,51.451,1.194,2.336,0.187,7.309,0.101,14.538,22.069,0.339,0.0812952994351686,0.014634354831816,1,6
860,1,51.509,1.71,2.497,0.039,5.719,0.107,14.006,24.011,0.556,0.0930612355050666,0.0215973201692525,1,0
861,1,49.466,1.654,5.856,0.508,6.733,0.095,13.621,21.198,0.42,0.16277811909161,0.0360975428698686,0,4
862,1,48.39,1.848,5.445,0.318,7.385,0.061,12.882,21.626,0.455,0.169853882244622,0.00227433004231312,0,1
863,-1,52.577,0.739,3.715,0.533,6.24,0.135,16.241,19.751,0.523,0.0844113001240778,0.00155472621291361,1,3
864,1,47.482,2.165,6.584,0.116,6.586,0.096,13.669,21.957,0.418,0.218211913386092,0.00572160457977267,0,7
865,1,52.964,0.482,2.683,0.355,5.435,0.08,16.208,21.981,0.178,0.0660299088858347,0.0341780790754811,1,5
866,1,52.78,1.396,1.151,0.426,4.428,0.087,15.849,23.117,0.357,0.0538644591875541,0.00435105782792666,1,5
867,-1,51.488,0.828,3.512,0.435,7.185,0.124,16.257,18.982,0.346,0.0927413054897435,0.0138331344255181,1,2
868,1,50.129,1.346,4.482,0.745,6.046,0.108,15.108,21.862,0.284,0.148578116255041,0.00419461830042313,1,4
869,1,48.777,2.127,5.316,0.209,6.483,0.123,14.263,22.266,0.557,0.188990826404046,0.0692738452045134,0,4
870,1,46.109,3.119,7.434,0.102,6.891,0.089,11.833,23.153,0.56,0.260085115887286,0.034555712270804,0,7
871,1,52.241,0.89,2.344,0.605,5.328,0.08,16.627,21.536,0.255,0.0806867735383932,0.00384997126887113,1,5
872,1,51.72,1.004,3.691,0.114,6.959,0.116,15.029,20.301,0.444,0.0860166609520021,0.0119876560229912,1,6
873,-1,51.754,0.902,2.634,0.157,6.617,0.096,15.49,21.172,0.391,0.0769842518587291,0.00329487386991607,1,6
874,1,48.789,2.458,3.873,0.001,6.379,0.08,13.253,24.368,0.394,0.167827883859425,0.01980613990337,0,1
875,1,47.022,3.084,5.235,0.014,7.258,0.078,12.33,22.63,0.434,0.204518650331653,0.027734648161098,0,7
876,1,53.1,0.944,1.591,0.134,8.679,0.257,15.303,19.778,0.237,0.0373457585673127,0.00846769085242772,1,2
877,1,48.822,2.317,4.766,0.099,7.036,0.059,13.038,22.971,0.484,0.170660448501223,0.0350594398549265,0,1
878,1,51.14,0.859,3.911,0.391,8.159,0.069,17.206,17.103,0.453,0.108763715527836,0.0103383718764138,1,2
879,-1,52.081,0.99,2.692,0.133,6.487,0.074,14.959,21.703,0.456,0.0716518218053823,0.00285153615011958,1,6
880,1,49.984,1.349,4.547,1.027,5.734,0.079,15.275,21.928,0.386,0.157301150657954,0.0039233662435355,1,4
881,1,48.719,2.303,4.057,0.015,6.509,0.066,13.333,23.673,0.495,0.165697824742634,0.0257558103881769,0,1
882,1,51.523,1.479,2.38,0.001,5.808,0.046,13.999,24.224,0.585,0.0895913489605387,0.0267240739366046,1,0
883,1,50.699,0.835,3.242,0.483,5.921,0.128,15.155,21.854,0.308,0.102632464038792,0.0694679086780638,1,6
884,1,48.522,1.48666666666667,5.69833333333333,0.528333333333333,6.71933333333333,0.135333333333333,14.022,21.5073333333333,0.379333333333333,0.181132214061468,0.0405671442357657,0,4
885,1,48.673,1.953,5.474,0.248,6.295,0.076,13.973,22.869,0.428,0.189790055288694,0.058025749520813,0,1
886,1,51.134,1.785,2.669,0.025,5.412,0.053,14.23,23.03,0.605,0.0920371756835383,0.0285799124044243,1,0
887,1,49.645,2.036,3.871,0.045,6.152,0.07,13.5,23.523,0.465,0.141197978070624,0.0146685472496474,0,1
888,1,50.239,1.359,4.546,0.2,7.72,0.093,13.896,20.964,0.447,0.127682402896456,0.0148737017566355,0,4
889,-1,51.331,1.096,3.029,0.177,6.587,0.065,14.575,21.851,0.41,0.0870457697366884,0.00271320750654077,1,6
890,-1,51.903,1.123,2.81,0.217,6.456,0.093,15.012,21.711,0.313,0.0798205759297597,0.00231399858956276,1,6
891,1,52.239,0.984,2.111,0.481,6.95,0.15,14.881,21.586,0.335,0.063234094200163,0.0229121817237028,1,3
892,1,51.46,1.264,3.436,0.857,5.491,0.021,14.027,23.198,0.618,0.105248492847285,0.0283872810697899,1,0
893,1,48.23,1.4265,7.3205,0.7295,6.151,0.1,13.9785,20.545,0.6885,0.204846994218606,0.0103912347598645,0,7
894,-1,49.841,0.768,5.005,0.961,4.716,0.137,15.793,22.478,0.21955,0.160760939095256,0.0216997674684558,1,4
895,1,49.402,1.599,6.193,0.205,6.568,0.114,13.14,22.203,0.658,0.170469636687187,0.035940041412838,0,1
896,1,50.452,1.402,3.273,0.526,7.108,0.124,14.316,22.15,0.388,0.119252053092558,0.0272390691114245,1,4
897,1,49.656,1.693,3.545,0.366,7.17,0.093,13.98,22.438,0.403,0.137089321993052,0.0212178818912124,0,4
898,1,51.117,1.399,3.158,0.106,7.642,0.178,13.991,22.078,0.361,0.100832289991428,0.0165659845118024,1,6
899,1,51.159,1.544,2.152,0.001,8.053,0.179,13.613,21.868,0.44,0.075757856259048,0.0153808180535966,1,6
900,1,48.814,2.486,4.384,0.033,6.568,0.092,13.337,23.704,0.469,0.174974298373213,0.0143213626993599,0,1
901,-1,51.199,1.092,3.587,0.047,8.201,0.157,15.027,19.92,0.438,0.0992384701386522,0.00246106905385567,1,2
902,-1,50.267,1.497,4.225,0.435,6.67,0.095,13.917,22.201,0.433,0.131726875378054,0.00283313914269945,0,4
903,1,48.519,2.18,3.873,0.001,6.701,0.053,13.181,23.656,0.52,0.161204537947234,0.013981725639296,0,1
904,1,51.692,1.137,2.853,0.234,7.274,0.123,14.534,21.236,0.333,0.078215070457105,0.0140563096853018,1,6
905,1,48.142,2.385,4.401,0.051,6.911,0.072,12.889,23.74,0.203,0.176543862725137,0.0200880454759157,0,1
906,-1,51.822,0.845,2.618,0.198,7.711,0.199,16.021,19.597,0.235,0.0763936937284522,0.00694199576868829,1,2
907,1,50.699,2.072,3.288,0.046,5.855,0.048,13.628,22.838,0.64,0.108141477051121,0.0253878702397743,1,0
908,-1,52.43,0.771,3.489,0.408,6.517,0.164,15.889,19.677,0.514,0.0765963718673492,1e-07,1,3
909,1,50.736,1.038,3.992,0.197,8.257,0.189,15.655,19.055,0.335,0.114669417202459,0.00682720845916222,1,2
910,1,51.649,0.966,2.589,0.456,5.999,0.063,16.391,21.276,0.216,0.0915125223253095,0.00346141131875881,1,3
911,1,50.191,1.115,4.094,0.684,5.949,0.109,14.508,21.824,0.284,0.123283934461546,0.0123803646987709,1,4
912,1,51.523,0.996,3.347,0.222,6.591,0.066,16.25,20.906,0.268,0.105467025050257,0.00486873834114382,1,6
913,1,51.789,1.822,1.926,0.008,5.879,0.066,13.511,23.832,0.558,0.0694692956809539,0.0182271888900944,1,0
914,1,46.598,3.312,5.836,0.015,7.089,0.086,12.066,23.132,0.523,0.228604094783162,0.039853052120576,0,7
915,1,49.548,1.594,3.407,0.11,7.072,0.037,13.9,22.981,0.371,0.134159855468219,0.0226896424848225,0,4
916,1,51.372,1.026,2.997,0.721,6.477,0.131,14.501,22.099,0.359,0.0933171081598023,0.0326428772919605,1,6
917,1,48.098,2.703,4.776,0.001,7.117,0.078,12.545,23.333,0.482,0.183699232408075,0.0287174269925316,0,1
918,1,51.285,1.728,2.431,0.001,5.89,0.076,13.797,23.469,0.582,0.0861646010175414,0.0205520854321983,1,0
919,-1,51.683,0.878,2.606,0.199,6.67,0.131,15.225,21.256,0.385,0.0753156902135084,0.00320654090267983,1,6
920,-1,47.668,2.402,6.117,0.066,6.536,0.089,13.308,22.503,0.392,0.209286303046626,0.0483567075604758,0,7
921,1,50.209,1.446,4.252,0.281,7.049,0.052,13.788,22.001,0.452,0.12822591429987,0.00977048339530709,0,4
922,-1,49.409,1.583,4.678,0.236,6.809,0.104,13.835,22.275,0.32,0.151319062083337,0.00325242616255815,0,4
923,1,45.154,3.834,8.362,0.149,6.627,0.078,11.445,23.122,0.421,0.294840982286269,0.0414873288138678,0,7
924,1,49.119,2.401,4.479,0.006,7.214,0.121,12.537,22.674,0.535,0.151399977312608,0.0246106905385568,0,1
925,1,49.287,2.509,5.182,0.09,7.37,0.12,12.687,22.744,0.532,0.171299037713423,0.0265038205799842,0,1
926,1,52.757,0.592,2.723,0.695,4.463,0.056,16.777,21.438,0.211,0.0703534418083662,0.0372572713757481,1,5
927,-1,48.515,1.427,5.45,0.214,6.752,0.125,13.736,21.875,0.524,0.172347869199369,1e-07,0,4
928,1,50.606,1.224,3.677,0.137,6.493,0.091,15.62,21.694,0.323,0.126428895243183,0.00306770098730606,1,6
929,1,48.748,2.14,4.017,0.073,6.429,0.043,13.26,23.759,0.465,0.160648412692046,0.0205281459034479,0,1
930,1,50.162,1.441,4.236,0.88,5.758,0.074,15.04,21.792,0.375,0.142514917288263,0.00280538411994424,1,4
931,1,51.178,1.875,2.104,0.001,6.071,0.041,14.126,23.305,0.59,0.0880524678736785,0.0160185371750957,1,0
932,1,50.949,1.441,2.749,0.058,7.427,0.051,14.737,21.888,0.385,0.101745935580101,0.00245131279158078,1,6
933,1,49.69,2.349,4.593,0.085,7.088,0.097,13.324,22.844,0.408,0.158337592218332,0.0367333653652413,0,1
934,1,52.753,0.923,2.119,0.246,7.888,0.212,14.882,21.009,0.275,0.0548755954905396,0.00869240325428035,1,3
935,1,49.766,1.982,3.958,0.116,6.227,0.042,13.422,23.633,0.509,0.142166377752312,0.0225669957686883,0,1
936,1,52.258,1.022,2.497,0.419,6.867,0.138,14.845,21.63,0.303,0.0698545383603646,0.00216175820474496,1,3
937,1,50.577,1.672,3.006,0.03,5.997,0.061,13.747,23.551,0.612,0.10913998678096,0.0301320682138736,1,0
938,1,46.169,3.401,6.737,0.155,7.214,0.103,12.162,23.951,0.584,0.268956818064794,0.0411847672778561,0,7
939,1,46.991,3.086,6.815,0.19,6.766,0.093,12.397,22.943,0.493,0.23984686125691,0.0302782901160898,0,7
940,1,48.765,2.419,4.928,0.024,7.303,0.109,12.582,22.554,0.383,0.164423689923948,0.0505917704053474,0,1
941,-1,50.844,1.432,3.622,0.044,7.491,0.058,14.212,21.659,0.426,0.110304867628655,0.00353293987155436,1,6
942,-1,50.508,0.591,3.878,1.432,4.398,0.096,16.971,22.16,0.21955,0.14518641727338,0.0251880582980724,1,5
943,1,49.082,1.412,5.926,0.422,6.612,0.112,13.772,21.615,0.531,0.172249763786182,0.0263308482772517,0,4
944,-1,51.47,1.177,3.398,0.105,7.663,0.124,14.837,20.223,0.402,0.0887674809603851,0.00452515279736718,1,6
945,1,48.854,1.74,5.063,0.883,5.709,0.09,13.081,23.15,0.398,0.166559168518944,0.0197461212976023,0,1
946,1,51.365,1.25,2.618,0.254,6.937,0.098,14.95,21.591,0.242,0.0866888509870927,0.0430969171871852,1,6
947,1,50.228,1.835,3.627,0.225,6.663,0.056,13.85,23.005,0.349,0.130384112905275,0.0384664700602641,0,4
948,1,53.288,1.166,0.774,0.281,4.229,0.075,16.005,23.284,0.237,0.0347884707641626,0.00384127693446354,1,5
949,1,51.707,0.758,3.259,0.773,6.473,0.11,15.586,20.155,0.371,0.0840457063113289,0.0090449140150878,1,3
950,1,51.162,1.348,2.862,0.192,5.609,0.025,14.439,23.797,0.445,0.102962156742301,0.0115762301407776,1,0
951,-1,50.649,1.232,4.468,0.334,7.795,0.08,14.956,19.592,0.359,0.120224973090394,0.00604473100947008,1,2
952,1,52.698,0.979,1.752,0.046,5.847,0.057,14.549,23.679,0.522,0.0545205050141946,0.015867418899859,1,0
953,1,52.318,1.04,2.732,0.063,7.488,0.141,14.977,20.826,0.421,0.0686645060267905,0.0233451680365741,1,3
954,-1,50.86,1.171,3.387,0.119,7.079,0.118,14.758,21.451,0.406,0.105433215300895,0.00829337094499295,1,6
955,1,50.96,0.97,3.343,0.507,6.025,0.118,15.415,21.964,0.335,0.111156650377597,0.0316408086506817,1,6
956,1,52.791,0.471,2.447,0.559,3.878,0.054,16.677,22.471,0.145,0.0646113095335907,0.0436447357504356,1,5
957,1,51.556,1.837,2.33,0.034,5.788,0.069,13.974,23.54,0.611,0.0855469781760032,0.0142576807505979,1,0
958,1,51.489,0.953,4.248,0.559,4.909,0.033,15.416,21.854,0.255,0.10900970913039,0.0486677086112911,1,4
959,1,50.873,1.452,3.682,0.582,6.899,0.117,13.794,21.94,0.383,0.109913199423436,0.0251644189474018,1,4
960,1,50.466,1.466,2.985,0.218,7.23,0.114,14.919,21.436,0.338,0.111926230105501,0.0442504533548257,1,6
961,1,48.927,2.479,3.556,0.001,6.661,0.108,13.094,24.063,0.366,0.155995814178927,0.0291187042176623,0,1
962,1,52.613,0.479,3.353,0.656,4.142,0.035,15.968,22.965,0.239,0.0852352388572382,0.0599751957589611,1,5
963,1,51.8,0.915,2.253,0.526,6.344,0.131,16.163,20.985,0.222,0.0790069999671541,0.0151787387961236,1,3
964,-1,51.451,0.869,3.777,0.509,6.915,0.113,15.907,20.004,0.322,0.104201694932009,0.0140677376220395,1,6
965,1,50.371,1.437,4.989,0.432,6.838,0.097,14.049,21.744,0.485,0.142938643514608,0.01274969659199,0,4
966,1,49.219,1.665,5.119,0.278,7.326,0.074,13.137,21.895,0.478,0.154451729257787,0.0125835530753664,0,1
967,1,47.767,2.551,5.576,0.047,6.726,0.071,12.877,22.994,0.481,0.200824003408997,0.0374832295572603,0,1
968,1,50.545,0.952,6.945,0.166,5.501,0.103,13.297,21.008,0.95,0.138926155421004,0.0202954494840769,0,4
969,1,53.19,0.21,2.69,0.28,3.3,0.07,17.64,21.76,0.54,0.0632782723685854,0.0345,1,5
970,-1,51.425,1.033,2.565,0.186,6.5,0.14,15.256,21.936,0.359,0.0878182099930402,0.00106851305722956,1,6
971,1,51.366,1.439,2.973,0.151,7.618,0.119,14.135,22.043,0.396,0.0964927908321018,0.0313239123359011,1,6
972,1,50.552,1.947,3.492,0.057,6.834,0.064,13.985,23.14,0.333,0.12816502704489,0.0380342625314971,0,4
973,1,47.998,1.903,6.029,0.556,7.119,0.085,13.054,21.782,0.486,0.1948675753241,0.00733024380415072,0,1
974,-1,50.95,1.571,3.187,0.206,6.494,0.149,14.767,22.341,0.351,0.113417556185463,1e-07,1,6
975,1,47.613,2.326,6.564,0.192,7.401,0.033,13.569,21.935,0.329,0.223607311485403,0.0123205840869493,0,7
976,1,51.237,1.169,2.706,0.268,6.116,0.096,15.008,22.513,0.333,0.0947193512920592,0.00611546131024756,1,0
977,-1,50.518,1.526,5.167,0.372,6.742,0.072,14.084,21.463,0.495,0.141296485825206,0.00629888447236825,0,4
978,-1,51.842,0.829,3.067,0.074,8.174,0.115,15.908,18.951,0.452,0.0779920475106313,0.0027614876401158,1,2
979,1,51.437,0.876,2.653,0.663,6.67,0.16,14.602,22.258,0.28,0.0863628060862682,0.020098730606488,1,6
980,-1,53.202,0.515,3.689,0.52,5.846,0.165,16.331,20.032,0.55,0.073463823115022,0.00113338706427564,1,3
981,1,49.041,2.64,4.911,0.01,7.552,0.158,12.716,22.967,0.516,0.175339059059314,0.0384158562838691,0,1
982,1,51.627,0.661,2.573,0.998,6.634,0.189,16.454,19.153,0.316,0.0765213990560609,0.00928012926725732,1,2
983,1,49.036,2.507,4.262,0.001,6.683,0.069,12.535,24.078,0.509,0.161316940244319,0.0182527171658508,0,1
